Reported Date,Bullish,Neutral,Bearish,Total,Mov Avg,Bull-Bear Spread,Bullish Average,
12/30/1993,44.00%,28.00%,28.00%,100%,37.13%,16.00%,37.60%,
1/6/1994,40.00%,33.00%,27.00%,100%,37.75%,13.00%,37.60%,
1/13/1994,38.00%,31.00%,31.00%,100%,38.25%,7.00%,37.60%,
1/20/1994,48.00%,26.00%,26.00%,100%,38.63%,22.00%,37.60%,
1/27/1994,41.00%,25.00%,34.00%,100%,39.63%,7.00%,37.60%,
2/3/1994,38.00%,29.00%,33.00%,100%,39.75%,5.00%,37.60%,
2/10/1994,49.00%,27.00%,24.00%,100%,41.75%,25.00%,37.60%,
2/17/1994,40.00%,36.00%,24.00%,100%,42.25%,16.00%,37.60%,
2/24/1994,41.00%,30.00%,29.00%,100%,41.88%,12.00%,37.60%,
3/3/1994,31.00%,42.00%,27.00%,100%,40.75%,4.00%,37.60%,
3/10/1994,29.00%,34.00%,37.00%,100%,39.63%,-8.00%,37.60%,
3/17/1994,24.00%,41.00%,35.00%,100%,36.63%,-11.00%,37.60%,
3/24/1994,29.00%,37.00%,34.00%,100%,35.13%,-5.00%,37.60%,
3/31/1994,23.00%,33.00%,44.00%,100%,33.25%,-21.00%,37.60%,
4/7/1994,28.00%,31.00%,41.00%,100%,30.63%,-13.00%,37.60%,
4/14/1994,29.00%,23.00%,48.00%,100%,29.25%,-19.00%,37.60%,
4/21/1994,26.00%,41.00%,33.00%,100%,27.38%,-7.00%,37.60%,
4/28/1994,27.00%,35.00%,38.00%,100%,26.88%,-11.00%,37.60%,
5/5/1994,32.00%,32.00%,36.00%,100%,27.25%,-4.00%,37.60%,
5/12/1994,38.00%,32.00%,30.00%,100%,29.00%,8.00%,37.60%,
5/19/1994,22.00%,36.00%,42.00%,100%,28.13%,-20.00%,37.60%,
5/26/1994,29.00%,33.00%,38.00%,100%,28.88%,-9.00%,37.60%,
6/2/1994,39.00%,36.00%,25.00%,100%,30.25%,14.00%,37.60%,
6/9/1994,28.00%,47.00%,25.00%,100%,30.13%,3.00%,37.60%,
6/16/1994,32.00%,42.00%,26.00%,100%,30.88%,6.00%,37.60%,
6/23/1994,29.00%,45.00%,26.00%,100%,31.13%,3.00%,37.60%,
6/30/1994,32.00%,37.00%,31.00%,100%,31.13%,1.00%,37.60%,
7/7/1994,28.00%,32.00%,40.00%,100%,29.88%,-12.00%,37.60%,
7/14/1994,25.00%,40.00%,35.00%,100%,30.25%,-10.00%,37.60%,
7/21/1994,34.00%,38.00%,28.00%,100%,30.88%,6.00%,37.60%,
7/28/1994,27.00%,42.00%,31.00%,100%,29.38%,-4.00%,37.60%,
8/4/1994,22.00%,52.00%,26.00%,100%,28.63%,-4.00%,37.60%,
8/11/1994,34.00%,37.00%,29.00%,100%,28.88%,5.00%,37.60%,
8/18/1994,30.00%,40.00%,30.00%,100%,29.00%,0.00%,37.60%,
8/25/1994,32.00%,39.00%,29.00%,100%,29.00%,3.00%,37.60%,
9/1/1994,43.00%,34.00%,23.00%,100%,30.88%,20.00%,37.60%,
9/8/1994,47.00%,33.00%,20.00%,100%,33.63%,27.00%,37.60%,
9/15/1994,45.00%,25.00%,30.00%,100%,35.00%,15.00%,37.60%,
9/22/1994,37.00%,36.00%,27.00%,100%,36.25%,10.00%,37.60%,
9/29/1994,38.00%,32.00%,30.00%,100%,38.25%,8.00%,37.60%,
10/6/1994,33.00%,39.00%,28.00%,100%,38.13%,5.00%,37.60%,
10/13/1994,35.00%,39.00%,26.00%,100%,38.75%,9.00%,37.60%,
10/20/1994,39.00%,33.00%,28.00%,100%,39.63%,11.00%,37.60%,
10/27/1994,43.00%,38.00%,19.00%,100%,39.63%,24.00%,37.60%,
11/3/1994,40.00%,35.00%,25.00%,100%,38.75%,15.00%,37.60%,
11/10/1994,37.00%,31.00%,32.00%,100%,37.75%,5.00%,37.60%,
11/17/1994,39.00%,22.00%,39.00%,100%,38.00%,0.00%,37.60%,
11/23/1994,39.00%,32.00%,29.00%,100%,38.13%,10.00%,37.60%,
11/30/1994,44.00%,30.00%,26.00%,100%,39.50%,18.00%,37.60%,
12/8/1994,30.00%,35.00%,35.00%,100%,38.88%,-5.00%,37.60%,
12/15/1994,33.00%,35.00%,32.00%,100%,38.13%,1.00%,37.60%,
12/22/1994,42.00%,25.00%,33.00%,100%,38.00%,9.00%,37.60%,
12/29/1994,40.00%,43.00%,17.00%,100%,38.00%,23.00%,37.60%,
1/5/1995,44.00%,31.00%,25.00%,100%,38.88%,19.00%,37.60%,
1/12/1995,36.00%,42.00%,22.00%,100%,38.50%,14.00%,37.60%,
1/19/1995,37.00%,39.00%,24.00%,100%,38.25%,13.00%,37.60%,
1/26/1995,38.00%,37.00%,25.00%,100%,37.50%,13.00%,37.60%,
2/2/1995,38.00%,37.00%,25.00%,100%,38.50%,13.00%,37.60%,
2/9/1995,34.00%,43.00%,23.00%,100%,38.63%,11.00%,37.60%,
2/16/1995,43.00%,37.00%,20.00%,100%,38.75%,23.00%,37.60%,
2/23/1995,46.00%,37.00%,17.00%,100%,39.50%,29.00%,37.60%,
3/2/1995,53.00%,26.00%,21.00%,100%,40.63%,32.00%,37.60%,
3/9/1995,48.00%,34.00%,18.00%,100%,42.13%,30.00%,37.60%,
3/16/1995,39.00%,41.00%,20.00%,100%,42.38%,19.00%,37.60%,
3/23/1995,47.00%,30.00%,23.00%,100%,43.50%,24.00%,37.60%,
3/30/1995,52.00%,23.00%,25.00%,100%,45.25%,27.00%,37.60%,
4/6/1995,42.00%,25.00%,33.00%,100%,46.25%,9.00%,37.60%,
4/13/1995,40.00%,23.00%,37.00%,100%,45.88%,3.00%,37.60%,
4/20/1995,37.00%,27.00%,36.00%,100%,44.75%,1.00%,37.60%,
4/27/1995,52.00%,29.00%,19.00%,100%,44.63%,33.00%,37.60%,
5/4/1995,42.00%,27.00%,31.00%,100%,43.88%,11.00%,37.60%,
5/11/1995,44.00%,26.00%,30.00%,100%,44.50%,14.00%,37.60%,
5/18/1995,42.00%,23.00%,35.00%,100%,43.88%,7.00%,37.60%,
5/25/1995,44.00%,26.00%,30.00%,100%,42.88%,14.00%,37.60%,
6/1/1995,39.00%,34.00%,27.00%,100%,42.50%,12.00%,37.60%,
6/8/1995,44.00%,25.00%,31.00%,100%,43.00%,13.00%,37.60%,
6/15/1995,36.00%,31.00%,33.00%,100%,42.88%,3.00%,37.60%,
6/22/1995,48.00%,21.00%,31.00%,100%,42.38%,17.00%,37.60%,
6/29/1995,35.00%,28.00%,37.00%,100%,41.50%,-2.00%,37.60%,
7/6/1995,35.00%,34.00%,31.00%,100%,40.38%,4.00%,37.60%,
7/13/1995,44.00%,18.00%,38.00%,100%,40.63%,6.00%,37.60%,
7/20/1995,43.00%,30.00%,27.00%,100%,40.50%,16.00%,37.60%,
7/27/1995,41.00%,26.00%,33.00%,100%,40.75%,8.00%,37.60%,
8/3/1995,38.00%,34.00%,28.00%,100%,40.00%,10.00%,37.60%,
8/10/1995,40.00%,30.00%,30.00%,100%,40.50%,10.00%,37.60%,
8/17/1995,36.00%,43.00%,21.00%,100%,39.00%,15.00%,37.60%,
8/24/1995,35.00%,28.00%,37.00%,100%,39.00%,-2.00%,37.60%,
8/31/1995,38.00%,42.00%,20.00%,100%,39.38%,18.00%,37.60%,
9/7/1995,37.00%,36.00%,27.00%,100%,38.50%,10.00%,37.60%,
9/14/1995,46.00%,32.00%,22.00%,100%,38.88%,24.00%,37.60%,
9/21/1995,46.00%,25.00%,29.00%,100%,39.50%,17.00%,37.60%,
9/28/1995,42.00%,27.00%,31.00%,100%,40.00%,11.00%,37.60%,
10/5/1995,39.00%,37.00%,24.00%,100%,39.88%,15.00%,37.60%,
10/12/1995,41.00%,30.00%,29.00%,100%,40.50%,12.00%,37.60%,
10/19/1995,47.00%,32.00%,21.00%,100%,42.00%,26.00%,37.60%,
10/26/1995,46.00%,33.00%,21.00%,100%,43.00%,25.00%,37.60%,
11/2/1995,47.00%,34.00%,19.00%,100%,44.25%,28.00%,37.60%,
11/9/1995,49.00%,35.00%,16.00%,100%,44.63%,33.00%,37.60%,
11/16/1995,46.00%,31.00%,23.00%,100%,44.63%,23.00%,37.60%,
11/22/1995,48.00%,18.00%,34.00%,100%,45.38%,14.00%,37.60%,
11/30/1995,51.00%,30.00%,19.00%,100%,46.88%,32.00%,37.60%,
12/7/1995,48.00%,28.00%,24.00%,100%,47.75%,24.00%,37.60%,
12/14/1995,51.00%,23.00%,26.00%,100%,48.25%,25.00%,37.60%,
12/21/1995,48.00%,28.00%,24.00%,100%,48.50%,24.00%,37.60%,
12/28/1995,46.00%,34.00%,20.00%,100%,48.38%,26.00%,37.60%,
1/4/1996,55.00%,18.00%,27.00%,100%,49.13%,28.00%,37.60%,
1/11/1996,#N/A,#N/A,#N/A,#N/A,#N/A,,37.60%,
1/18/1996,42.00%,29.00%,29.00%,100%,#N/A,13.00%,37.60%,
1/25/1996,36.00%,40.00%,24.00%,100%,#N/A,12.00%,37.60%,
2/1/1996,54.00%,31.00%,15.00%,100%,#N/A,39.00%,37.60%,
2/8/1996,53.00%,31.00%,16.00%,100%,#N/A,37.00%,37.60%,
2/15/1996,54.00%,21.00%,25.00%,100%,#N/A,29.00%,37.60%,
2/22/1996,49.00%,22.00%,29.00%,100%,#N/A,20.00%,37.60%,
2/29/1996,45.00%,28.00%,27.00%,100%,#N/A,18.00%,37.60%,
3/7/1996,44.00%,28.00%,28.00%,100%,47.13%,16.00%,37.60%,
3/14/1996,36.00%,35.00%,29.00%,100%,46.38%,7.00%,37.60%,
3/21/1996,47.00%,31.00%,22.00%,100%,47.75%,25.00%,37.60%,
3/28/1996,45.00%,31.00%,24.00%,100%,46.63%,21.00%,37.60%,
4/4/1996,40.00%,43.00%,17.00%,100%,45.00%,23.00%,37.60%,
4/11/1996,40.00%,42.00%,18.00%,100%,43.25%,22.00%,37.60%,
4/18/1996,36.00%,38.00%,26.00%,100%,41.63%,10.00%,37.60%,
4/25/1996,28.00%,40.00%,32.00%,100%,39.50%,-4.00%,37.60%,
5/2/1996,48.00%,31.00%,21.00%,100%,40.00%,27.00%,37.60%,
5/9/1996,46.00%,38.00%,16.00%,100%,41.25%,30.00%,37.60%,
5/16/1996,37.00%,40.00%,23.00%,100%,40.00%,14.00%,37.60%,
5/23/1996,51.00%,35.00%,14.00%,100%,40.75%,37.00%,37.60%,
5/30/1996,61.00%,29.00%,10.00%,100%,43.38%,51.00%,37.60%,
6/6/1996,47.00%,28.00%,25.00%,100%,44.25%,22.00%,37.60%,
6/13/1996,49.00%,28.00%,23.00%,100%,45.88%,26.00%,37.60%,
6/20/1996,42.00%,32.00%,26.00%,100%,47.63%,16.00%,37.60%,
6/27/1996,42.00%,41.00%,17.00%,100%,46.88%,25.00%,37.60%,
7/3/1996,32.00%,44.00%,24.00%,100%,45.13%,8.00%,37.60%,
7/11/1996,40.00%,35.00%,25.00%,100%,45.50%,15.00%,37.60%,
7/18/1996,29.00%,45.00%,26.00%,100%,42.75%,3.00%,37.60%,
7/25/1996,30.00%,32.00%,38.00%,100%,38.88%,-8.00%,37.60%,
8/1/1996,29.00%,38.00%,33.00%,100%,36.63%,-4.00%,37.60%,
8/8/1996,27.00%,42.00%,31.00%,100%,33.88%,-4.00%,37.60%,
8/15/1996,43.00%,37.00%,20.00%,100%,34.00%,23.00%,37.60%,
8/22/1996,28.00%,46.00%,26.00%,100%,32.25%,2.00%,37.60%,
8/29/1996,28.00%,43.00%,29.00%,100%,31.75%,-1.00%,37.60%,
9/5/1996,29.00%,35.00%,36.00%,100%,30.38%,-7.00%,37.60%,
9/12/1996,26.00%,46.00%,28.00%,100%,30.00%,-2.00%,37.60%,
9/19/1996,28.00%,41.00%,31.00%,100%,29.75%,-3.00%,37.60%,
9/26/1996,34.00%,39.00%,27.00%,100%,30.38%,7.00%,37.60%,
10/3/1996,40.00%,31.00%,29.00%,100%,32.00%,11.00%,37.60%,
10/10/1996,38.00%,36.00%,26.00%,100%,31.38%,12.00%,37.60%,
10/17/1996,39.00%,36.00%,25.00%,100%,32.75%,14.00%,37.60%,
10/24/1996,42.00%,33.00%,25.00%,100%,34.50%,17.00%,37.60%,
10/31/1996,37.00%,29.00%,34.00%,100%,35.50%,3.00%,37.60%,
11/7/1996,26.00%,45.00%,29.00%,100%,35.50%,-3.00%,37.60%,
11/14/1996,37.00%,34.00%,29.00%,100%,36.63%,8.00%,37.60%,
11/21/1996,43.00%,30.00%,27.00%,100%,37.75%,16.00%,37.60%,
11/27/1996,52.00%,27.00%,21.00%,100%,39.25%,31.00%,37.60%,
12/5/1996,41.00%,26.00%,33.00%,100%,39.63%,8.00%,37.60%,
12/12/1996,40.00%,28.00%,32.00%,100%,39.75%,8.00%,37.60%,
12/19/1996,33.00%,28.00%,39.00%,100%,38.63%,-6.00%,37.60%,
12/26/1996,37.00%,33.00%,30.00%,100%,38.63%,7.00%,37.60%,
1/2/1997,43.00%,33.00%,24.00%,100%,40.75%,19.00%,37.60%,
1/9/1997,36.00%,39.00%,25.00%,100%,40.63%,11.00%,37.60%,
1/16/1997,42.00%,32.00%,26.00%,100%,40.50%,16.00%,37.60%,
1/23/1997,37.00%,41.00%,22.00%,100%,38.63%,15.00%,37.60%,
1/30/1997,51.00%,33.00%,16.00%,100%,39.88%,35.00%,37.60%,
2/6/1997,47.00%,29.00%,24.00%,100%,40.75%,23.00%,37.60%,
2/13/1997,45.00%,37.00%,18.00%,100%,42.25%,27.00%,37.60%,
2/20/1997,44.00%,36.00%,20.00%,100%,43.13%,24.00%,37.60%,
2/27/1997,63.00%,22.00%,15.00%,100%,45.63%,48.00%,37.60%,
3/6/1997,43.00%,37.00%,20.00%,100%,46.50%,23.00%,37.60%,
3/13/1997,34.00%,36.00%,30.00%,100%,45.50%,4.00%,37.60%,
3/20/1997,36.00%,42.00%,22.00%,100%,45.38%,14.00%,37.60%,
3/27/1997,27.00%,40.00%,33.00%,100%,42.38%,-6.00%,37.60%,
4/3/1997,29.00%,40.00%,31.00%,100%,40.13%,-2.00%,37.60%,
4/10/1997,26.00%,37.00%,37.00%,100%,37.75%,-11.00%,37.60%,
4/17/1997,31.00%,41.00%,28.00%,100%,36.13%,3.00%,37.60%,
4/24/1997,28.00%,40.00%,32.00%,100%,31.75%,-4.00%,37.60%,
5/1/1997,27.00%,44.00%,29.00%,100%,29.75%,-2.00%,37.60%,
5/8/1997,30.00%,44.00%,26.00%,100%,29.25%,4.00%,37.60%,
5/15/1997,41.00%,36.00%,23.00%,100%,29.88%,18.00%,37.60%,
5/22/1997,40.00%,35.00%,25.00%,100%,31.50%,15.00%,37.60%,
5/29/1997,40.00%,40.00%,20.00%,100%,32.88%,20.00%,37.60%,
6/5/1997,52.00%,33.00%,15.00%,100%,36.13%,37.00%,37.60%,
6/12/1997,49.00%,35.00%,16.00%,100%,38.38%,33.00%,37.60%,
6/19/1997,59.00%,26.00%,15.00%,100%,42.25%,44.00%,37.60%,
6/26/1997,52.00%,25.00%,23.00%,100%,45.38%,29.00%,37.60%,
7/3/1997,45.00%,30.00%,25.00%,100%,47.25%,20.00%,37.60%,
7/10/1997,49.00%,33.00%,18.00%,100%,48.25%,31.00%,37.60%,
7/17/1997,54.00%,30.00%,16.00%,100%,50.00%,38.00%,37.60%,
7/24/1997,53.00%,25.00%,22.00%,100%,51.63%,31.00%,37.60%,
7/31/1997,48.00%,26.00%,26.00%,100%,51.13%,22.00%,37.60%,
8/7/1997,49.00%,28.00%,23.00%,100%,51.13%,26.00%,37.60%,
8/14/1997,49.00%,30.00%,21.00%,100%,49.88%,28.00%,37.60%,
8/21/1997,47.00%,33.00%,20.00%,100%,49.25%,27.00%,37.60%,
8/28/1997,50.00%,28.00%,22.00%,100%,49.88%,28.00%,37.60%,
9/4/1997,37.00%,38.00%,25.00%,100%,48.38%,12.00%,37.60%,
9/11/1997,42.00%,36.00%,22.00%,100%,46.88%,20.00%,37.60%,
9/18/1997,40.00%,44.00%,16.00%,100%,45.25%,24.00%,37.60%,
9/25/1997,39.00%,42.00%,19.00%,100%,44.13%,20.00%,37.60%,
10/2/1997,38.00%,43.00%,19.00%,100%,42.75%,19.00%,37.60%,
10/9/1997,43.00%,43.00%,14.00%,100%,42.00%,29.00%,37.60%,
10/16/1997,43.00%,36.00%,21.00%,100%,41.50%,22.00%,37.60%,
10/23/1997,40.00%,46.00%,14.00%,100%,40.25%,26.00%,37.60%,
10/30/1997,41.00%,36.00%,23.00%,100%,40.75%,18.00%,37.60%,
11/6/1997,38.00%,37.00%,25.00%,100%,40.25%,13.00%,37.60%,
11/13/1997,45.00%,38.00%,17.00%,100%,40.88%,28.00%,37.60%,
11/20/1997,40.00%,38.00%,22.00%,100%,41.00%,18.00%,37.60%,
11/26/1997,40.00%,40.00%,20.00%,100%,41.25%,20.00%,37.60%,
12/4/1997,49.00%,33.00%,18.00%,100%,42.00%,31.00%,37.60%,
12/11/1997,46.00%,37.00%,17.00%,100%,42.38%,29.00%,37.60%,
12/18/1997,40.00%,41.00%,19.00%,100%,42.38%,21.00%,37.60%,
12/24/1997,41.00%,36.00%,23.00%,100%,42.38%,18.00%,37.60%,
12/31/1997,34.00%,35.00%,31.00%,100%,41.88%,3.00%,37.60%,
1/8/1998,42.00%,40.00%,18.00%,100%,41.50%,24.00%,37.60%,
1/16/1998,38.00%,45.00%,17.00%,100%,41.25%,21.00%,37.60%,
1/23/1998,31.00%,39.00%,30.00%,100%,40.13%,1.00%,37.60%,
1/30/1998,38.00%,42.00%,20.00%,100%,38.75%,18.00%,37.60%,
2/5/1998,30.00%,45.00%,25.00%,100%,36.75%,5.00%,37.60%,
2/12/1998,45.00%,36.00%,19.00%,100%,37.38%,26.00%,37.60%,
2/19/1998,42.00%,43.00%,15.00%,100%,37.50%,27.00%,37.60%,
2/26/1998,53.00%,33.00%,14.00%,100%,39.88%,39.00%,37.60%,
3/5/1998,53.00%,34.00%,13.00%,100%,41.25%,40.00%,37.60%,
3/12/1998,44.00%,36.00%,20.00%,100%,42.00%,24.00%,37.60%,
3/19/1998,40.00%,38.00%,22.00%,100%,43.13%,18.00%,37.60%,
3/26/1998,45.00%,35.00%,20.00%,100%,44.00%,25.00%,37.60%,
4/2/1998,46.00%,32.00%,22.00%,100%,46.00%,24.00%,37.60%,
4/9/1998,41.00%,36.00%,23.00%,100%,45.50%,18.00%,37.60%,
4/16/1998,53.00%,32.00%,15.00%,100%,46.88%,38.00%,37.60%,
4/23/1998,40.00%,38.00%,22.00%,100%,45.25%,18.00%,37.60%,
4/30/1998,44.00%,31.00%,25.00%,100%,44.13%,19.00%,37.60%,
5/7/1998,43.00%,34.00%,23.00%,100%,44.00%,20.00%,37.60%,
5/14/1998,33.00%,41.00%,26.00%,100%,43.13%,7.00%,37.60%,
5/21/1998,38.00%,39.00%,23.00%,100%,42.25%,15.00%,37.60%,
5/28/1998,34.00%,40.00%,26.00%,100%,40.75%,8.00%,37.60%,
6/4/1998,25.00%,44.00%,31.00%,100%,38.75%,-6.00%,37.60%,
6/11/1998,27.00%,49.00%,24.00%,100%,35.50%,3.00%,37.60%,
6/18/1998,29.00%,38.00%,33.00%,100%,34.13%,-4.00%,37.60%,
6/25/1998,28.00%,44.00%,28.00%,100%,32.13%,0.00%,37.60%,
7/2/1998,33.00%,48.00%,19.00%,100%,30.88%,14.00%,37.60%,
7/9/1998,36.00%,44.00%,20.00%,100%,31.25%,16.00%,37.60%,
7/16/1998,35.00%,44.00%,21.00%,100%,30.88%,14.00%,37.60%,
7/23/1998,37.00%,39.00%,24.00%,100%,31.25%,13.00%,37.60%,
7/30/1998,44.00%,36.00%,20.00%,100%,33.63%,24.00%,37.60%,
8/6/1998,30.00%,44.00%,26.00%,100%,34.00%,4.00%,37.60%,
8/13/1998,27.00%,38.00%,35.00%,100%,33.75%,-8.00%,37.60%,
8/20/1998,25.00%,42.00%,33.00%,100%,33.38%,-8.00%,37.60%,
8/27/1998,23.00%,32.00%,45.00%,100%,32.13%,-22.00%,37.60%,
9/3/1998,23.00%,37.00%,40.00%,100%,30.50%,-17.00%,37.60%,
9/10/1998,29.00%,31.00%,40.00%,100%,29.75%,-11.00%,37.60%,
9/17/1998,34.00%,35.00%,31.00%,100%,29.38%,3.00%,37.60%,
9/24/1998,34.00%,38.00%,28.00%,100%,28.13%,6.00%,37.60%,
10/1/1998,32.00%,35.00%,33.00%,100%,28.38%,-1.00%,37.60%,
10/8/1998,25.00%,43.00%,32.00%,100%,28.13%,-7.00%,37.60%,
10/15/1998,25.00%,34.00%,41.00%,100%,28.13%,-16.00%,37.60%,
10/22/1998,32.00%,35.00%,33.00%,100%,29.25%,-1.00%,37.60%,
10/29/1998,43.00%,36.00%,21.00%,100%,31.75%,22.00%,37.60%,
11/5/1998,38.00%,42.00%,20.00%,100%,32.88%,18.00%,37.60%,
11/12/1998,50.00%,36.00%,14.00%,100%,34.88%,36.00%,37.60%,
11/19/1998,40.00%,42.00%,18.00%,100%,35.63%,22.00%,37.60%,
11/25/1998,48.00%,35.00%,17.00%,100%,37.63%,31.00%,37.60%,
12/3/1998,49.00%,30.00%,21.00%,100%,40.63%,28.00%,37.60%,
12/10/1998,44.00%,30.00%,26.00%,100%,43.00%,18.00%,37.60%,
12/17/1998,41.00%,34.00%,25.00%,100%,44.13%,16.00%,37.60%,
12/23/1998,34.00%,34.00%,32.00%,100%,43.00%,2.00%,37.60%,
12/31/1998,41.00%,37.00%,22.00%,100%,43.38%,19.00%,37.60%,
1/7/1999,38.00%,39.00%,23.00%,100%,41.88%,15.00%,37.60%,
1/14/1999,51.00%,28.00%,21.00%,100%,43.25%,30.00%,37.60%,
1/21/1999,56.00%,24.00%,20.00%,100%,44.25%,36.00%,37.60%,
1/28/1999,47.00%,33.00%,20.00%,100%,44.00%,27.00%,37.60%,
2/4/1999,48.00%,38.00%,14.00%,100%,44.50%,34.00%,37.60%,
2/11/1999,48.00%,35.00%,17.00%,100%,45.38%,31.00%,37.60%,
2/18/1999,37.00%,39.00%,24.00%,100%,45.75%,13.00%,37.60%,
2/25/1999,37.00%,39.00%,24.00%,100%,45.25%,13.00%,37.60%,
3/4/1999,36.00%,45.00%,19.00%,100%,45.00%,17.00%,37.60%,
3/11/1999,37.00%,42.00%,21.00%,100%,43.25%,16.00%,37.60%,
3/18/1999,48.00%,31.00%,21.00%,100%,42.25%,27.00%,37.60%,
3/25/1999,38.00%,33.00%,29.00%,100%,41.13%,9.00%,37.60%,
4/1/1999,40.00%,35.00%,25.00%,100%,40.13%,15.00%,37.60%,
4/8/1999,36.00%,38.00%,26.00%,100%,38.63%,10.00%,37.60%,
4/15/1999,41.00%,31.00%,28.00%,100%,39.13%,13.00%,37.60%,
4/22/1999,38.00%,32.00%,30.00%,100%,39.25%,8.00%,37.60%,
4/29/1999,41.00%,32.00%,27.00%,100%,39.88%,14.00%,37.60%,
5/6/1999,54.00%,32.00%,14.00%,100%,42.00%,40.00%,37.60%,
5/13/1999,43.00%,31.00%,26.00%,100%,41.38%,17.00%,37.60%,
5/20/1999,43.00%,31.00%,26.00%,100%,42.00%,17.00%,37.60%,
5/27/1999,38.00%,42.00%,20.00%,100%,41.75%,18.00%,37.60%,
6/3/1999,32.00%,36.00%,32.00%,100%,41.25%,0.00%,37.60%,
6/10/1999,32.00%,40.00%,28.00%,100%,40.13%,4.00%,37.60%,
6/17/1999,38.00%,35.00%,27.00%,100%,40.13%,11.00%,37.60%,
6/24/1999,30.00%,39.00%,31.00%,100%,38.75%,-1.00%,37.60%,
7/1/1999,35.00%,38.00%,27.00%,100%,36.38%,8.00%,37.60%,
7/8/1999,43.00%,36.00%,21.00%,100%,36.38%,22.00%,37.60%,
7/15/1999,54.00%,28.00%,18.00%,100%,37.75%,36.00%,37.60%,
7/22/1999,55.00%,23.00%,22.00%,100%,39.88%,33.00%,37.60%,
7/29/1999,42.00%,38.00%,20.00%,100%,41.13%,22.00%,37.60%,
8/5/1999,30.00%,46.00%,24.00%,100%,40.88%,6.00%,37.60%,
8/12/1999,30.00%,40.00%,30.00%,100%,39.88%,0.00%,37.60%,
8/19/1999,31.00%,46.00%,23.00%,100%,40.00%,8.00%,37.60%,
8/26/1999,35.00%,40.00%,25.00%,100%,40.00%,10.00%,37.60%,
9/2/1999,44.00%,38.00%,18.00%,100%,40.13%,26.00%,37.60%,
9/9/1999,37.00%,38.00%,25.00%,100%,38.00%,12.00%,37.60%,
9/16/1999,36.00%,43.00%,21.00%,100%,35.63%,15.00%,37.60%,
9/23/1999,36.00%,36.00%,28.00%,100%,34.88%,8.00%,37.60%,
9/30/1999,35.00%,42.00%,23.00%,100%,35.50%,12.00%,37.60%,
10/7/1999,34.00%,38.00%,28.00%,100%,36.00%,6.00%,37.60%,
10/14/1999,42.00%,39.00%,19.00%,100%,37.38%,23.00%,37.60%,
10/21/1999,38.00%,37.00%,25.00%,100%,37.75%,13.00%,37.60%,
10/28/1999,38.00%,38.00%,24.00%,100%,37.00%,14.00%,37.60%,
11/4/1999,43.00%,35.00%,22.00%,100%,37.75%,21.00%,37.60%,
11/11/1999,48.00%,26.00%,26.00%,100%,39.25%,22.00%,37.60%,
11/18/1999,46.00%,32.00%,22.00%,100%,40.50%,24.00%,37.60%,
11/24/1999,55.00%,28.00%,17.00%,100%,43.00%,38.00%,37.60%,
12/2/1999,62.00%,25.00%,13.00%,100%,46.50%,49.00%,37.60%,
12/9/1999,62.00%,27.00%,11.00%,100%,49.00%,51.00%,37.60%,
12/16/1999,54.00%,26.00%,20.00%,100%,51.00%,34.00%,37.60%,
12/23/1999,52.00%,31.00%,17.00%,100%,52.75%,35.00%,37.60%,
12/30/1999,60.00%,25.00%,15.00%,100%,54.88%,45.00%,37.60%,
1/6/2000,75.00%,11.70%,13.30%,100%,58.25%,61.70%,37.60%,
1/13/2000,59.30%,22.20%,18.50%,100%,59.91%,40.70%,37.60%,
1/20/2000,57.10%,25.00%,17.90%,100%,60.18%,39.30%,37.60%,
1/27/2000,53.70%,25.90%,20.40%,100%,59.14%,33.30%,37.60%,
2/3/2000,51.10%,24.40%,24.40%,100%,57.78%,26.70%,37.60%,
2/10/2000,41.90%,30.20%,27.90%,100%,56.26%,14.00%,37.60%,
2/17/2000,27.30%,48.50%,24.20%,100%,53.17%,3.00%,37.60%,
2/24/2000,41.40%,27.60%,31.00%,100%,50.84%,10.40%,37.60%,
3/2/2000,36.70%,40.00%,23.30%,100%,46.05%,13.30%,37.60%,
3/8/2000,58.30%,25.00%,16.70%,100%,45.93%,41.70%,37.60%,
3/16/2000,50.00%,23.30%,26.70%,100%,45.04%,23.30%,37.60%,
3/23/2000,65.70%,14.30%,20.00%,100%,46.54%,45.70%,37.60%,
3/30/2000,38.90%,11.10%,50.00%,100%,45.01%,-11.10%,37.60%,
4/6/2000,45.80%,33.30%,20.80%,100%,45.51%,25.00%,37.60%,
4/13/2000,51.90%,18.50%,29.60%,100%,48.58%,22.20%,37.60%,
4/20/2000,63.70%,13.70%,22.60%,100%,51.38%,41.20%,37.60%,
4/27/2000,61.30%,24.20%,14.50%,100%,54.45%,46.80%,37.60%,
5/4/2000,34.80%,30.40%,34.80%,100%,51.51%,0.00%,37.60%,
5/11/2000,30.20%,44.20%,25.60%,100%,49.04%,4.70%,37.60%,
5/18/2000,35.30%,23.50%,41.20%,100%,45.24%,-5.90%,37.60%,
5/25/2000,34.90%,28.60%,36.50%,100%,44.74%,-1.60%,37.60%,
6/1/2000,41.70%,20.80%,37.50%,100%,44.22%,4.20%,37.60%,
6/8/2000,61.50%,15.40%,23.10%,100%,45.43%,38.50%,37.60%,
6/15/2000,43.80%,37.50%,18.80%,100%,42.93%,25.00%,37.60%,
6/22/2000,26.70%,33.30%,40.00%,100%,38.61%,-13.30%,37.60%,
